Nom,Kata,Kata_Win_Count
Abe_Sakichi,Anan,3
Abe_Sakichi,Anan_Dai,2
Abe_Sakichi,Chatanyara_Kushanku,0
Abe_Sakichi,Chibana_No_Kushanku,0
Abe_Sakichi,Enpi,0
Abe_Sakichi,Gankaku,0
Abe_Sakichi,Gojushiho_Dai,0
Abe_Sakichi,Gojushiho_Sho,0
Abe_Sakichi,Gojushiho__Sho,0
Abe_Sakichi,Heiku,0
Abe_Sakichi,Jitte,0
Abe_Sakichi,Kanku_Dai,0
Abe_Sakichi,Kanku_Sho,0
Abe_Sakichi,Kishimoto_No_Kushanku,0
Abe_Sakichi,Kousoukun_Dai,0
Abe_Sakichi,Kousoukun_Sho,0
Abe_Sakichi,Kururunfa,0
Abe_Sakichi,Kusanku,0
Abe_Sakichi,Kyan_No_Chinto,0
Abe_Sakichi,Matsumura_Bassai,0
Abe_Sakichi,Nijushiho,0
Abe_Sakichi,Nipaipo,0
Abe_Sakichi,Ohan,3
Abe_Sakichi,Ohan ,1
Abe_Sakichi,Ohan_Dai,3
Abe_Sakichi,Oyadomari_No_Passai,0
Abe_Sakichi,Pachu,0
Abe_Sakichi,Paiku,0
Abe_Sakichi,Papuren,0
Abe_Sakichi,Sansai,0
Abe_Sakichi,Seipai,0
Abe_Sakichi,Seisan,0
Abe_Sakichi,Shisochin,0
Abe_Sakichi,Sochin,0
Abe_Sakichi,Suparinpei,2
Abe_Sakichi,Tomari_Bassai,0
Abe_Sakichi,Unshu,0
Abe_Sakichi,Unsu,0
Abu_Alhaija_Kareem,Anan,0
Abu_Alhaija_Kareem,Anan_Dai,0
Abu_Alhaija_Kareem,Chatanyara_Kushanku,0
Abu_Alhaija_Kareem,Chibana_No_Kushanku,0
Abu_Alhaija_Kareem,Enpi,0
Abu_Alhaija_Kareem,Gankaku,0
Abu_Alhaija_Kareem,Gojushiho_Dai,0
Abu_Alhaija_Kareem,Gojushiho_Sho,0
Abu_Alhaija_Kareem,Gojushiho__Sho,0
Abu_Alhaija_Kareem,Heiku,0
Abu_Alhaija_Kareem,Jitte,0
Abu_Alhaija_Kareem,Kanku_Dai,0
Abu_Alhaija_Kareem,Kanku_Sho,0
Abu_Alhaija_Kareem,Kishimoto_No_Kushanku,0
Abu_Alhaija_Kareem,Kousoukun_Dai,0
Abu_Alhaija_Kareem,Kousoukun_Sho,0
Abu_Alhaija_Kareem,Kururunfa,0
Abu_Alhaija_Kareem,Kusanku,0
Abu_Alhaija_Kareem,Kyan_No_Chinto,0
Abu_Alhaija_Kareem,Matsumura_Bassai,0
Abu_Alhaija_Kareem,Nijushiho,0
Abu_Alhaija_Kareem,Nipaipo,0
Abu_Alhaija_Kareem,Ohan,0
Abu_Alhaija_Kareem,Ohan ,0
Abu_Alhaija_Kareem,Ohan_Dai,0
Abu_Alhaija_Kareem,Oyadomari_No_Passai,0
Abu_Alhaija_Kareem,Pachu,0
Abu_Alhaija_Kareem,Paiku,0
Abu_Alhaija_Kareem,Papuren,0
Abu_Alhaija_Kareem,Sansai,0
Abu_Alhaija_Kareem,Seipai,0
Abu_Alhaija_Kareem,Seisan,0
Abu_Alhaija_Kareem,Shisochin,0
Abu_Alhaija_Kareem,Sochin,0
Abu_Alhaija_Kareem,Suparinpei,0
Abu_Alhaija_Kareem,Tomari_Bassai,0
Abu_Alhaija_Kareem,Unshu,0
Abu_Alhaija_Kareem,Unsu,0
Abu_Wahib_Jonas,Anan,0
Abu_Wahib_Jonas,Anan_Dai,0
Abu_Wahib_Jonas,Chatanyara_Kushanku,0
Abu_Wahib_Jonas,Chibana_No_Kushanku,0
Abu_Wahib_Jonas,Enpi,0
Abu_Wahib_Jonas,Gankaku,0
Abu_Wahib_Jonas,Gojushiho_Dai,0
Abu_Wahib_Jonas,Gojushiho_Sho,0
Abu_Wahib_Jonas,Gojushiho__Sho,0
Abu_Wahib_Jonas,Heiku,0
Abu_Wahib_Jonas,Jitte,0
Abu_Wahib_Jonas,Kanku_Dai,0
Abu_Wahib_Jonas,Kanku_Sho,0
Abu_Wahib_Jonas,Kishimoto_No_Kushanku,0
Abu_Wahib_Jonas,Kousoukun_Dai,0
Abu_Wahib_Jonas,Kousoukun_Sho,0
Abu_Wahib_Jonas,Kururunfa,0
Abu_Wahib_Jonas,Kusanku,0
Abu_Wahib_Jonas,Kyan_No_Chinto,0
Abu_Wahib_Jonas,Matsumura_Bassai,0
Abu_Wahib_Jonas,Nijushiho,0
Abu_Wahib_Jonas,Nipaipo,0
Abu_Wahib_Jonas,Ohan,0
Abu_Wahib_Jonas,Ohan ,0
Abu_Wahib_Jonas,Ohan_Dai,0
Abu_Wahib_Jonas,Oyadomari_No_Passai,0
Abu_Wahib_Jonas,Pachu,0
Abu_Wahib_Jonas,Paiku,0
Abu_Wahib_Jonas,Papuren,0
Abu_Wahib_Jonas,Sansai,0
Abu_Wahib_Jonas,Seipai,0
Abu_Wahib_Jonas,Seisan,0
Abu_Wahib_Jonas,Shisochin,0
Abu_Wahib_Jonas,Sochin,0
Abu_Wahib_Jonas,Suparinpei,0
Abu_Wahib_Jonas,Tomari_Bassai,0
Abu_Wahib_Jonas,Unshu,0
Abu_Wahib_Jonas,Unsu,0
Adi_David,Anan,0
Adi_David,Anan_Dai,0
Adi_David,Chatanyara_Kushanku,0
Adi_David,Chibana_No_Kushanku,0
Adi_David,Enpi,0
Adi_David,Gankaku,0
Adi_David,Gojushiho_Dai,0
Adi_David,Gojushiho_Sho,0
Adi_David,Gojushiho__Sho,0
Adi_David,Heiku,0
Adi_David,Jitte,0
Adi_David,Kanku_Dai,0
Adi_David,Kanku_Sho,0
Adi_David,Kishimoto_No_Kushanku,0
Adi_David,Kousoukun_Dai,0
Adi_David,Kousoukun_Sho,0
Adi_David,Kururunfa,0
Adi_David,Kusanku,0
Adi_David,Kyan_No_Chinto,0
Adi_David,Matsumura_Bassai,0
Adi_David,Nijushiho,0
Adi_David,Nipaipo,0
Adi_David,Ohan,0
Adi_David,Ohan ,0
Adi_David,Ohan_Dai,0
Adi_David,Oyadomari_No_Passai,0
Adi_David,Pachu,0
Adi_David,Paiku,0
Adi_David,Papuren,0
Adi_David,Sansai,0
Adi_David,Seipai,0
Adi_David,Seisan,0
Adi_David,Shisochin,0
Adi_David,Sochin,0
Adi_David,Suparinpei,0
Adi_David,Tomari_Bassai,0
Adi_David,Unshu,0
Adi_David,Unsu,0
Afsaneh_Mahsa,Anan,0
Afsaneh_Mahsa,Anan_Dai,0
Afsaneh_Mahsa,Chatanyara_Kushanku,1
Afsaneh_Mahsa,Chibana_No_Kushanku,0
Afsaneh_Mahsa,Enpi,0
Afsaneh_Mahsa,Gankaku,0
Afsaneh_Mahsa,Gojushiho_Dai,1
Afsaneh_Mahsa,Gojushiho_Sho,0
Afsaneh_Mahsa,Gojushiho__Sho,0
Afsaneh_Mahsa,Heiku,0
Afsaneh_Mahsa,Jitte,0
Afsaneh_Mahsa,Kanku_Dai,0
Afsaneh_Mahsa,Kanku_Sho,0
Afsaneh_Mahsa,Kishimoto_No_Kushanku,1
Afsaneh_Mahsa,Kousoukun_Dai,0
Afsaneh_Mahsa,Kousoukun_Sho,0
Afsaneh_Mahsa,Kururunfa,0
Afsaneh_Mahsa,Kusanku,0
Afsaneh_Mahsa,Kyan_No_Chinto,0
Afsaneh_Mahsa,Matsumura_Bassai,0
Afsaneh_Mahsa,Nijushiho,0
Afsaneh_Mahsa,Nipaipo,0
Afsaneh_Mahsa,Ohan,0
Afsaneh_Mahsa,Ohan ,0
Afsaneh_Mahsa,Ohan_Dai,0
Afsaneh_Mahsa,Oyadomari_No_Passai,0
Afsaneh_Mahsa,Pachu,0
Afsaneh_Mahsa,Paiku,0
Afsaneh_Mahsa,Papuren,0
Afsaneh_Mahsa,Sansai,0
Afsaneh_Mahsa,Seipai,0
Afsaneh_Mahsa,Seisan,0
Afsaneh_Mahsa,Shisochin,0
Afsaneh_Mahsa,Sochin,0
Afsaneh_Mahsa,Suparinpei,0
Afsaneh_Mahsa,Tomari_Bassai,0
Afsaneh_Mahsa,Unshu,0
Afsaneh_Mahsa,Unsu,0
Agostini_Luis,Anan,1
Agostini_Luis,Anan_Dai,0
Agostini_Luis,Chatanyara_Kushanku,0
Agostini_Luis,Chibana_No_Kushanku,0
Agostini_Luis,Enpi,0
Agostini_Luis,Gankaku,0
Agostini_Luis,Gojushiho_Dai,0
Agostini_Luis,Gojushiho_Sho,0
Agostini_Luis,Gojushiho__Sho,0
Agostini_Luis,Heiku,0
Agostini_Luis,Jitte,0
Agostini_Luis,Kanku_Dai,0
Agostini_Luis,Kanku_Sho,0
Agostini_Luis,Kishimoto_No_Kushanku,0
Agostini_Luis,Kousoukun_Dai,0
Agostini_Luis,Kousoukun_Sho,0
Agostini_Luis,Kururunfa,0
Agostini_Luis,Kusanku,0
Agostini_Luis,Kyan_No_Chinto,0
Agostini_Luis,Matsumura_Bassai,0
Agostini_Luis,Nijushiho,0
Agostini_Luis,Nipaipo,0
Agostini_Luis,Ohan,0
Agostini_Luis,Ohan ,0
Agostini_Luis,Ohan_Dai,1
Agostini_Luis,Oyadomari_No_Passai,0
Agostini_Luis,Pachu,0
Agostini_Luis,Paiku,0
Agostini_Luis,Papuren,1
Agostini_Luis,Sansai,0
Agostini_Luis,Seipai,0
Agostini_Luis,Seisan,0
Agostini_Luis,Shisochin,0
Agostini_Luis,Sochin,0
Agostini_Luis,Suparinpei,1
Agostini_Luis,Tomari_Bassai,0
Agostini_Luis,Unshu,0
Agostini_Luis,Unsu,0
Alandujani_Jouri,Anan,0
Alandujani_Jouri,Anan_Dai,0
Alandujani_Jouri,Chatanyara_Kushanku,0
Alandujani_Jouri,Chibana_No_Kushanku,0
Alandujani_Jouri,Enpi,0
Alandujani_Jouri,Gankaku,0
Alandujani_Jouri,Gojushiho_Dai,0
Alandujani_Jouri,Gojushiho_Sho,0
Alandujani_Jouri,Gojushiho__Sho,0
Alandujani_Jouri,Heiku,0
Alandujani_Jouri,Jitte,0
Alandujani_Jouri,Kanku_Dai,0
Alandujani_Jouri,Kanku_Sho,0
Alandujani_Jouri,Kishimoto_No_Kushanku,0
Alandujani_Jouri,Kousoukun_Dai,0
Alandujani_Jouri,Kousoukun_Sho,0
Alandujani_Jouri,Kururunfa,0
Alandujani_Jouri,Kusanku,0
Alandujani_Jouri,Kyan_No_Chinto,0
Alandujani_Jouri,Matsumura_Bassai,0
Alandujani_Jouri,Nijushiho,0
Alandujani_Jouri,Nipaipo,0
Alandujani_Jouri,Ohan,0
Alandujani_Jouri,Ohan ,0
Alandujani_Jouri,Ohan_Dai,0
Alandujani_Jouri,Oyadomari_No_Passai,0
Alandujani_Jouri,Pachu,0
Alandujani_Jouri,Paiku,0
Alandujani_Jouri,Papuren,0
Alandujani_Jouri,Sansai,0
Alandujani_Jouri,Seipai,0
Alandujani_Jouri,Seisan,0
Alandujani_Jouri,Shisochin,0
Alandujani_Jouri,Sochin,0
Alandujani_Jouri,Suparinpei,0
Alandujani_Jouri,Tomari_Bassai,0
Alandujani_Jouri,Unshu,0
Alandujani_Jouri,Unsu,0
Alberte_Ananda,Anan,1
Alberte_Ananda,Anan_Dai,0
Alberte_Ananda,Chatanyara_Kushanku,0
Alberte_Ananda,Chibana_No_Kushanku,0
Alberte_Ananda,Enpi,0
Alberte_Ananda,Gankaku,0
Alberte_Ananda,Gojushiho_Dai,0
Alberte_Ananda,Gojushiho_Sho,0
Alberte_Ananda,Gojushiho__Sho,0
Alberte_Ananda,Heiku,0
Alberte_Ananda,Jitte,0
Alberte_Ananda,Kanku_Dai,0
Alberte_Ananda,Kanku_Sho,0
Alberte_Ananda,Kishimoto_No_Kushanku,0
