Nom,Kata,Kata_Win_Count
Alberte_Ananda,Kousoukun_Dai,0
Alberte_Ananda,Kousoukun_Sho,0
Alberte_Ananda,Kururunfa,0
Alberte_Ananda,Kusanku,0
Alberte_Ananda,Kyan_No_Chinto,0
Alberte_Ananda,Matsumura_Bassai,0
Alberte_Ananda,Nijushiho,0
Alberte_Ananda,Nipaipo,0
Alberte_Ananda,Ohan,0
Alberte_Ananda,Ohan ,0
Alberte_Ananda,Ohan_Dai,0
Alberte_Ananda,Oyadomari_No_Passai,0
Alberte_Ananda,Pachu,0
Alberte_Ananda,Paiku,0
Alberte_Ananda,Papuren,0
Alberte_Ananda,Sansai,0
Alberte_Ananda,Seipai,0
Alberte_Ananda,Seisan,0
Alberte_Ananda,Shisochin,0
Alberte_Ananda,Sochin,0
Alberte_Ananda,Suparinpei,0
Alberte_Ananda,Tomari_Bassai,0
Alberte_Ananda,Unshu,0
Alberte_Ananda,Unsu,0
Alcaraz_Carrion_Irene_Yao,Anan,0
Alcaraz_Carrion_Irene_Yao,Anan_Dai,1
Alcaraz_Carrion_Irene_Yao,Chatanyara_Kushanku,1
Alcaraz_Carrion_Irene_Yao,Chibana_No_Kushanku,1
Alcaraz_Carrion_Irene_Yao,Enpi,0
Alcaraz_Carrion_Irene_Yao,Gankaku,0
Alcaraz_Carrion_Irene_Yao,Gojushiho_Dai,0
Alcaraz_Carrion_Irene_Yao,Gojushiho_Sho,0
Alcaraz_Carrion_Irene_Yao,Gojushiho__Sho,0
Alcaraz_Carrion_Irene_Yao,Heiku,0
Alcaraz_Carrion_Irene_Yao,Jitte,0
Alcaraz_Carrion_Irene_Yao,Kanku_Dai,0
Alcaraz_Carrion_Irene_Yao,Kanku_Sho,0
Alcaraz_Carrion_Irene_Yao,Kishimoto_No_Kushanku,2
Alcaraz_Carrion_Irene_Yao,Kousoukun_Dai,0
Alcaraz_Carrion_Irene_Yao,Kousoukun_Sho,0
Alcaraz_Carrion_Irene_Yao,Kururunfa,1
Alcaraz_Carrion_Irene_Yao,Kusanku,0
Alcaraz_Carrion_Irene_Yao,Kyan_No_Chinto,0
Alcaraz_Carrion_Irene_Yao,Matsumura_Bassai,0
Alcaraz_Carrion_Irene_Yao,Nijushiho,0
Alcaraz_Carrion_Irene_Yao,Nipaipo,0
Alcaraz_Carrion_Irene_Yao,Ohan,0
Alcaraz_Carrion_Irene_Yao,Ohan ,0
Alcaraz_Carrion_Irene_Yao,Ohan_Dai,0
Alcaraz_Carrion_Irene_Yao,Oyadomari_No_Passai,0
Alcaraz_Carrion_Irene_Yao,Pachu,0
Alcaraz_Carrion_Irene_Yao,Paiku,0
Alcaraz_Carrion_Irene_Yao,Papuren,1
Alcaraz_Carrion_Irene_Yao,Sansai,0
Alcaraz_Carrion_Irene_Yao,Seipai,0
Alcaraz_Carrion_Irene_Yao,Seisan,0
Alcaraz_Carrion_Irene_Yao,Shisochin,0
Alcaraz_Carrion_Irene_Yao,Sochin,0
Alcaraz_Carrion_Irene_Yao,Suparinpei,0
Alcaraz_Carrion_Irene_Yao,Tomari_Bassai,0
Alcaraz_Carrion_Irene_Yao,Unshu,0
Alcaraz_Carrion_Irene_Yao,Unsu,0
Alforte_Sakura,Anan,0
Alforte_Sakura,Anan_Dai,2
Alforte_Sakura,Chatanyara_Kushanku,0
Alforte_Sakura,Chibana_No_Kushanku,1
Alforte_Sakura,Enpi,0
Alforte_Sakura,Gankaku,0
Alforte_Sakura,Gojushiho_Dai,0
Alforte_Sakura,Gojushiho_Sho,0
Alforte_Sakura,Gojushiho__Sho,0
Alforte_Sakura,Heiku,0
Alforte_Sakura,Jitte,0
Alforte_Sakura,Kanku_Dai,0
Alforte_Sakura,Kanku_Sho,0
Alforte_Sakura,Kishimoto_No_Kushanku,0
Alforte_Sakura,Kousoukun_Dai,0
Alforte_Sakura,Kousoukun_Sho,0
Alforte_Sakura,Kururunfa,0
Alforte_Sakura,Kusanku,0
Alforte_Sakura,Kyan_No_Chinto,0
Alforte_Sakura,Matsumura_Bassai,0
Alforte_Sakura,Nijushiho,0
Alforte_Sakura,Nipaipo,0
Alforte_Sakura,Ohan,1
Alforte_Sakura,Ohan ,0
Alforte_Sakura,Ohan_Dai,1
Alforte_Sakura,Oyadomari_No_Passai,0
Alforte_Sakura,Pachu,0
Alforte_Sakura,Paiku,2
Alforte_Sakura,Papuren,1
Alforte_Sakura,Sansai,0
Alforte_Sakura,Seipai,0
Alforte_Sakura,Seisan,0
Alforte_Sakura,Shisochin,0
Alforte_Sakura,Sochin,0
Alforte_Sakura,Suparinpei,0
Alforte_Sakura,Tomari_Bassai,0
Alforte_Sakura,Unshu,0
Alforte_Sakura,Unsu,0
Allam_Asmaa,Anan,0
Allam_Asmaa,Anan_Dai,0
Allam_Asmaa,Chatanyara_Kushanku,0
Allam_Asmaa,Chibana_No_Kushanku,0
Allam_Asmaa,Enpi,0
Allam_Asmaa,Gankaku,0
Allam_Asmaa,Gojushiho_Dai,0
Allam_Asmaa,Gojushiho_Sho,2
Allam_Asmaa,Gojushiho__Sho,0
Allam_Asmaa,Heiku,0
Allam_Asmaa,Jitte,0
Allam_Asmaa,Kanku_Dai,0
Allam_Asmaa,Kanku_Sho,0
Allam_Asmaa,Kishimoto_No_Kushanku,0
Allam_Asmaa,Kousoukun_Dai,0
Allam_Asmaa,Kousoukun_Sho,0
Allam_Asmaa,Kururunfa,0
Allam_Asmaa,Kusanku,0
Allam_Asmaa,Kyan_No_Chinto,0
Allam_Asmaa,Matsumura_Bassai,0
Allam_Asmaa,Nijushiho,0
Allam_Asmaa,Nipaipo,0
Allam_Asmaa,Ohan,0
Allam_Asmaa,Ohan ,0
Allam_Asmaa,Ohan_Dai,0
Allam_Asmaa,Oyadomari_No_Passai,0
Allam_Asmaa,Pachu,0
Allam_Asmaa,Paiku,0
Allam_Asmaa,Papuren,0
Allam_Asmaa,Sansai,0
Allam_Asmaa,Seipai,0
Allam_Asmaa,Seisan,0
Allam_Asmaa,Shisochin,0
Allam_Asmaa,Sochin,0
Allam_Asmaa,Suparinpei,0
Allam_Asmaa,Tomari_Bassai,0
Allam_Asmaa,Unshu,0
Allam_Asmaa,Unsu,0
Almosawi_Sayed_Mohammed,Anan,0
Almosawi_Sayed_Mohammed,Anan_Dai,0
Almosawi_Sayed_Mohammed,Chatanyara_Kushanku,0
Almosawi_Sayed_Mohammed,Chibana_No_Kushanku,0
Almosawi_Sayed_Mohammed,Enpi,0
Almosawi_Sayed_Mohammed,Gankaku,0
Almosawi_Sayed_Mohammed,Gojushiho_Dai,1
Almosawi_Sayed_Mohammed,Gojushiho_Sho,0
Almosawi_Sayed_Mohammed,Gojushiho__Sho,0
Almosawi_Sayed_Mohammed,Heiku,0
Almosawi_Sayed_Mohammed,Jitte,0
Almosawi_Sayed_Mohammed,Kanku_Dai,0
Almosawi_Sayed_Mohammed,Kanku_Sho,1
Almosawi_Sayed_Mohammed,Kishimoto_No_Kushanku,0
Almosawi_Sayed_Mohammed,Kousoukun_Dai,0
Almosawi_Sayed_Mohammed,Kousoukun_Sho,0
Almosawi_Sayed_Mohammed,Kururunfa,0
Almosawi_Sayed_Mohammed,Kusanku,0
Almosawi_Sayed_Mohammed,Kyan_No_Chinto,0
Almosawi_Sayed_Mohammed,Matsumura_Bassai,0
Almosawi_Sayed_Mohammed,Nijushiho,0
Almosawi_Sayed_Mohammed,Nipaipo,0
Almosawi_Sayed_Mohammed,Ohan,0
Almosawi_Sayed_Mohammed,Ohan ,0
Almosawi_Sayed_Mohammed,Ohan_Dai,0
Almosawi_Sayed_Mohammed,Oyadomari_No_Passai,0
Almosawi_Sayed_Mohammed,Pachu,0
Almosawi_Sayed_Mohammed,Paiku,0
Almosawi_Sayed_Mohammed,Papuren,0
Almosawi_Sayed_Mohammed,Sansai,0
Almosawi_Sayed_Mohammed,Seipai,0
Almosawi_Sayed_Mohammed,Seisan,0
Almosawi_Sayed_Mohammed,Shisochin,0
Almosawi_Sayed_Mohammed,Sochin,0
Almosawi_Sayed_Mohammed,Suparinpei,0
Almosawi_Sayed_Mohammed,Tomari_Bassai,0
Almosawi_Sayed_Mohammed,Unshu,0
Almosawi_Sayed_Mohammed,Unsu,2
Almosawi_Sayed_Salman,Anan,0
Almosawi_Sayed_Salman,Anan_Dai,0
Almosawi_Sayed_Salman,Chatanyara_Kushanku,0
Almosawi_Sayed_Salman,Chibana_No_Kushanku,0
Almosawi_Sayed_Salman,Enpi,0
Almosawi_Sayed_Salman,Gankaku,0
Almosawi_Sayed_Salman,Gojushiho_Dai,1
Almosawi_Sayed_Salman,Gojushiho_Sho,3
Almosawi_Sayed_Salman,Gojushiho__Sho,0
Almosawi_Sayed_Salman,Heiku,0
Almosawi_Sayed_Salman,Jitte,0
Almosawi_Sayed_Salman,Kanku_Dai,0
Almosawi_Sayed_Salman,Kanku_Sho,1
Almosawi_Sayed_Salman,Kishimoto_No_Kushanku,0
Almosawi_Sayed_Salman,Kousoukun_Dai,0
Almosawi_Sayed_Salman,Kousoukun_Sho,0
Almosawi_Sayed_Salman,Kururunfa,0
Almosawi_Sayed_Salman,Kusanku,0
Almosawi_Sayed_Salman,Kyan_No_Chinto,0
Almosawi_Sayed_Salman,Matsumura_Bassai,0
Almosawi_Sayed_Salman,Nijushiho,0
Almosawi_Sayed_Salman,Nipaipo,0
Almosawi_Sayed_Salman,Ohan,0
Almosawi_Sayed_Salman,Ohan ,0
Almosawi_Sayed_Salman,Ohan_Dai,0
Almosawi_Sayed_Salman,Oyadomari_No_Passai,0
Almosawi_Sayed_Salman,Pachu,0
Almosawi_Sayed_Salman,Paiku,0
Almosawi_Sayed_Salman,Papuren,0
Almosawi_Sayed_Salman,Sansai,0
Almosawi_Sayed_Salman,Seipai,0
Almosawi_Sayed_Salman,Seisan,0
Almosawi_Sayed_Salman,Shisochin,0
Almosawi_Sayed_Salman,Sochin,0
Almosawi_Sayed_Salman,Suparinpei,0
Almosawi_Sayed_Salman,Tomari_Bassai,0
Almosawi_Sayed_Salman,Unshu,0
Almosawi_Sayed_Salman,Unsu,2
Alzaid_Manal,Anan,0
Alzaid_Manal,Anan_Dai,0
Alzaid_Manal,Chatanyara_Kushanku,0
Alzaid_Manal,Chibana_No_Kushanku,0
Alzaid_Manal,Enpi,0
Alzaid_Manal,Gankaku,0
Alzaid_Manal,Gojushiho_Dai,0
Alzaid_Manal,Gojushiho_Sho,0
Alzaid_Manal,Gojushiho__Sho,0
Alzaid_Manal,Heiku,0
Alzaid_Manal,Jitte,0
Alzaid_Manal,Kanku_Dai,0
Alzaid_Manal,Kanku_Sho,0
Alzaid_Manal,Kishimoto_No_Kushanku,0
Alzaid_Manal,Kousoukun_Dai,0
Alzaid_Manal,Kousoukun_Sho,0
Alzaid_Manal,Kururunfa,0
Alzaid_Manal,Kusanku,0
Alzaid_Manal,Kyan_No_Chinto,0
Alzaid_Manal,Matsumura_Bassai,0
Alzaid_Manal,Nijushiho,0
Alzaid_Manal,Nipaipo,0
Alzaid_Manal,Ohan,0
Alzaid_Manal,Ohan ,0
Alzaid_Manal,Ohan_Dai,0
Alzaid_Manal,Oyadomari_No_Passai,0
Alzaid_Manal,Pachu,0
Alzaid_Manal,Paiku,0
Alzaid_Manal,Papuren,0
Alzaid_Manal,Sansai,0
Alzaid_Manal,Seipai,0
Alzaid_Manal,Seisan,0
Alzaid_Manal,Shisochin,0
Alzaid_Manal,Sochin,0
Alzaid_Manal,Suparinpei,0
Alzaid_Manal,Tomari_Bassai,0
Alzaid_Manal,Unshu,0
Alzaid_Manal,Unsu,0
Amato_Carolina,Anan,1
Amato_Carolina,Anan_Dai,0
Amato_Carolina,Chatanyara_Kushanku,0
Amato_Carolina,Chibana_No_Kushanku,1
Amato_Carolina,Enpi,0
Amato_Carolina,Gankaku,0
Amato_Carolina,Gojushiho_Dai,0
Amato_Carolina,Gojushiho_Sho,0
Amato_Carolina,Gojushiho__Sho,0
Amato_Carolina,Heiku,0
Amato_Carolina,Jitte,0
Amato_Carolina,Kanku_Dai,0
Amato_Carolina,Kanku_Sho,0
Amato_Carolina,Kishimoto_No_Kushanku,0
Amato_Carolina,Kousoukun_Dai,0
Amato_Carolina,Kousoukun_Sho,0
Amato_Carolina,Kururunfa,3
Amato_Carolina,Kusanku,0
Amato_Carolina,Kyan_No_Chinto,0
Amato_Carolina,Matsumura_Bassai,0
Amato_Carolina,Nijushiho,0
Amato_Carolina,Nipaipo,0
Amato_Carolina,Ohan,0
Amato_Carolina,Ohan ,0
Amato_Carolina,Ohan_Dai,0
Amato_Carolina,Oyadomari_No_Passai,0
Amato_Carolina,Pachu,0
Amato_Carolina,Paiku,0
Amato_Carolina,Papuren,0
Amato_Carolina,Sansai,0
Amato_Carolina,Seipai,0
Amato_Carolina,Seisan,0
Amato_Carolina,Shisochin,0
Amato_Carolina,Sochin,0
Amato_Carolina,Suparinpei,0
Amato_Carolina,Tomari_Bassai,0
Amato_Carolina,Unshu,0
Amato_Carolina,Unsu,0
Amaya_Gomez_Hernan,Anan,0
Amaya_Gomez_Hernan,Anan_Dai,0
Amaya_Gomez_Hernan,Chatanyara_Kushanku,0
Amaya_Gomez_Hernan,Chibana_No_Kushanku,0
Amaya_Gomez_Hernan,Enpi,0
Amaya_Gomez_Hernan,Gankaku,0
Amaya_Gomez_Hernan,Gojushiho_Dai,0
Amaya_Gomez_Hernan,Gojushiho_Sho,0
Amaya_Gomez_Hernan,Gojushiho__Sho,0
Amaya_Gomez_Hernan,Heiku,0
Amaya_Gomez_Hernan,Jitte,0
Amaya_Gomez_Hernan,Kanku_Dai,0
Amaya_Gomez_Hernan,Kanku_Sho,0
Amaya_Gomez_Hernan,Kishimoto_No_Kushanku,0
Amaya_Gomez_Hernan,Kousoukun_Dai,0
Amaya_Gomez_Hernan,Kousoukun_Sho,0
Amaya_Gomez_Hernan,Kururunfa,0
Amaya_Gomez_Hernan,Kusanku,0
Amaya_Gomez_Hernan,Kyan_No_Chinto,0
Amaya_Gomez_Hernan,Matsumura_Bassai,0
Amaya_Gomez_Hernan,Nijushiho,0
Amaya_Gomez_Hernan,Nipaipo,0
Amaya_Gomez_Hernan,Ohan,0
Amaya_Gomez_Hernan,Ohan ,0
Amaya_Gomez_Hernan,Ohan_Dai,0
Amaya_Gomez_Hernan,Oyadomari_No_Passai,0
Amaya_Gomez_Hernan,Pachu,0
Amaya_Gomez_Hernan,Paiku,0
Amaya_Gomez_Hernan,Papuren,0
Amaya_Gomez_Hernan,Sansai,0
Amaya_Gomez_Hernan,Seipai,0
Amaya_Gomez_Hernan,Seisan,0
Amaya_Gomez_Hernan,Shisochin,0
Amaya_Gomez_Hernan,Sochin,0
Amaya_Gomez_Hernan,Suparinpei,0
Amaya_Gomez_Hernan,Tomari_Bassai,0
Amaya_Gomez_Hernan,Unshu,0
Amaya_Gomez_Hernan,Unsu,0
Andrei_Nedelcu,Anan,1
Andrei_Nedelcu,Anan_Dai,0
Andrei_Nedelcu,Chatanyara_Kushanku,0
Andrei_Nedelcu,Chibana_No_Kushanku,0
Andrei_Nedelcu,Enpi,0
Andrei_Nedelcu,Gankaku,0
Andrei_Nedelcu,Gojushiho_Dai,0
Andrei_Nedelcu,Gojushiho_Sho,0
Andrei_Nedelcu,Gojushiho__Sho,0
Andrei_Nedelcu,Heiku,0
Andrei_Nedelcu,Jitte,0
Andrei_Nedelcu,Kanku_Dai,0
Andrei_Nedelcu,Kanku_Sho,0
Andrei_Nedelcu,Kishimoto_No_Kushanku,0
Andrei_Nedelcu,Kousoukun_Dai,0
Andrei_Nedelcu,Kousoukun_Sho,0
Andrei_Nedelcu,Kururunfa,0
Andrei_Nedelcu,Kusanku,0
Andrei_Nedelcu,Kyan_No_Chinto,0
Andrei_Nedelcu,Matsumura_Bassai,0
Andrei_Nedelcu,Nijushiho,0
Andrei_Nedelcu,Nipaipo,0
Andrei_Nedelcu,Ohan,1
Andrei_Nedelcu,Ohan ,0
Andrei_Nedelcu,Ohan_Dai,1
Andrei_Nedelcu,Oyadomari_No_Passai,0
