Nom;Sexe;Age;Nation;Continent;Ranking;Kata;Style;Note;N_Tour;Competition;Region_monde;Ceinture;Victoire;Type_Compet
Tozaki_Gakuji;M;32;USA;North_Am;27;Suparinpei;Shito;42;Pool_2;K1_Casablanca;North_Africa;R;True;K1
Abu_Wahib_Jonas;M;16;GER;Europe;13;Unsu;Shotokan;39,9;Pool_2;K1_Casablanca;North_Africa;B;False;K1
Almosawi_Sayed_Mohammed;M;29;KUW;M_O;25;Unsu;Shotokan;40,7;Pool_2;K1_Casablanca;North_Africa;R;False;K1
Moto_Kazumasa;M;28;JPN;Est_Asia;4;Gojushiho_Dai;Shotokan;42,1;Pool_2;K1_Casablanca;North_Africa;B;True;K1
Almosawi_Sayed_Mohammed;M;29;KUW;M_O;25;Kanku_Sho;Shotokan;40,3;Pool_3;K1_Casablanca;North_Africa;R;True;K1
Abu_Wahib_Jonas;M;16;GER;Europe;13;Kanku_Sho;Shotokan;39,9;Pool_3;K1_Casablanca;North_Africa;B;False;K1
Tozaki_Gakuji;M;32;USA;North_Am;27;Ohan_Dai;Shito;41,5;Pool_3;K1_Casablanca;North_Africa;R;False;K1
Moto_Kazumasa;M;28;JPN;Est_Asia;4;Gojushiho_Sho;Shotokan;42,3;Pool_3;K1_Casablanca;North_Africa;B;True;K1
El_Mansoury_Salah_Eddine;M;20;MAR;North_Africa;63;Kanku_Sho;Shotokan;39,2;Pool_1;K1_Casablanca;North_Africa;R;False;K1
Ozdemir_Enes;M;22;TUR;Europe;17;Gojushiho_Sho;Shotokan;42,2;Pool_1;K1_Casablanca;North_Africa;B;True;K1
Funada_Aoi;M;22;JPN;Est_Asia;11;Unshu;Shito;41,6;Pool_1;K1_Casablanca;North_Africa;R;True;K1
Gallo_Gianluca;M;27;ITA;Europe;57;Unsu;Shotokan;39,9;Pool_1;K1_Casablanca;North_Africa;B;False;K1
Ozdemir_Enes;M;22;TUR;Europe;17;Unsu;Shotokan;42;Pool_2;K1_Casablanca;North_Africa;R;True;K1
Funada_Aoi;M;22;JPN;Est_Asia;11;Chatanyara_Kushanku;Shito;41,6;Pool_2;K1_Casablanca;North_Africa;B;False;K1
El_Mansoury_Salah_Eddine;M;20;MAR;North_Africa;63;Gojushiho_Sho;Shotokan;39,9;Pool_2;K1_Casablanca;North_Africa;R;False;K1
Gallo_Gianluca;M;27;ITA;Europe;57;Gojushiho_Sho;Shotokan;41,3;Pool_2;K1_Casablanca;North_Africa;B;True;K1
El_Mansoury_Salah_Eddine;M;20;MAR;North_Africa;63;Unsu;Shotokan;39,7;Pool_3;K1_Casablanca;North_Africa;R;False;K1
Funada_Aoi;M;22;JPN;Est_Asia;11;Suparinpei;Shito;41,9;Pool_3;K1_Casablanca;North_Africa;B;True;K1
Ozdemir_Enes;M;22;TUR;Europe;17;Kanku_Sho;Shotokan;42,1;Pool_3;K1_Casablanca;North_Africa;R;True;K1
Gallo_Gianluca;M;27;ITA;Europe;57;Gojushiho_Dai;Shotokan;40,2;Pool_3;K1_Casablanca;North_Africa;B;False;K1
Ngoan_Franck;M;24;FRA;Europe;35;Gojushiho_Sho;Shotokan;39,5;Pool_1;K1_Casablanca;North_Africa;R;False;K1
Chinen_Rey;M;24;USA;North_Am;18;Suparinpei;Shito;41,7;Pool_1;K1_Casablanca;North_Africa;B;True;K1
Iodice_Alessandro;M;31;ITA;Europe;24;Kanku_Sho;Shotokan;40,7;Pool_1;K1_Casablanca;North_Africa;R;False;K1
Nishiyama_Kakeru;M;28;JPN;Est_Asia;1;Seisan;Shito;42,4;Pool_1;K1_Casablanca;North_Africa;B;True;K1
Chinen_Rey;M;24;USA;North_Am;18;Chatanyara_Kushanku;Shito;41,9;Pool_2;K1_Casablanca;North_Africa;R;True;K1
Iodice_Alessandro;M;31;ITA;Europe;24;Unsu;Shotokan;40,9;Pool_2;K1_Casablanca;North_Africa;B;False;K1
Ngoan_Franck;M;24;FRA;Europe;35;Sochin;Shotokan;40,1;Pool_2;K1_Casablanca;North_Africa;R;False;K1
Nishiyama_Kakeru;M;28;JPN;Est_Asia;1;Kururunfa;Shito;41,9;Pool_2;K1_Casablanca;North_Africa;B;True;K1
Ngoan_Franck;M;24;FRA;Europe;35;Unsu;Shotokan;40,3;Pool_3;K1_Casablanca;North_Africa;R;False;K1
Iodice_Alessandro;M;31;ITA;Europe;24;Gojushiho_Sho;Shotokan;41,4;Pool_3;K1_Casablanca;North_Africa;B;True;K1
Chinen_Rey;M;24;USA;North_Am;18;Papuren;Shito;41,7;Pool_3;K1_Casablanca;North_Africa;R;False;K1
Nishiyama_Kakeru;M;28;JPN;Est_Asia;1;Shisochin;Shito;42,9;Pool_3;K1_Casablanca;North_Africa;B;True;K1
Abe_Sakichi;M;21;JPN;Est_Asia;8;Ohan_Dai;Shito;42,8;R1;K1_Casablanca;North_Africa;R;True;K1
Ikeda_Ryusei;M;25;JPN;Est_Asia;7;Anan_Dai;Shito;41,3;R1;K1_Casablanca;North_Africa;B;False;K1
Otsuki_Eiji;M;20;JPN;Est_Asia;42;Chibana_No_Kushanku;Shito;40,3;R1;K1_Casablanca;North_Africa;R;False;K1
Moto_Ryuji;M;26;JPN;Est_Asia;10;Jitte;Shotokan;42,4;R1;K1_Casablanca;North_Africa;B;True;K1
Machida_Yasuhiro;M;25;JPN;Est_Asia;14;Papuren;Shito;43;R1;K1_Casablanca;North_Africa;R;False;K1
Moto_Kazumasa;M;28;JPN;Est_Asia;4;Unsu;Shotokan;43,7;R1;K1_Casablanca;North_Africa;B;True;K1
Ozdemir_Enes;M;22;TUR;Europe;17;Gankaku;Shotokan;41,7;R1;K1_Casablanca;North_Africa;R;False;K1
Nishiyama_Kakeru;M;28;JPN;Est_Asia;1;Papuren;Shito;43,6;R1;K1_Casablanca;North_Africa;B;True;K1
Abe_Sakichi;M;21;JPN;Est_Asia;8;Anan_Dai;Shito;42,3;R2;K1_Casablanca;North_Africa;R;False;K1
Moto_Ryuji;M;26;JPN;Est_Asia;10;Unsu;Shotokan;43;R2;K1_Casablanca;North_Africa;B;True;K1
Moto_Kazumasa;M;28;JPN;Est_Asia;4;Gankaku;Shotokan;43,4;R2;K1_Casablanca;North_Africa;R;False;K1
Nishiyama_Kakeru;M;28;JPN;Est_Asia;1;Suparinpei;Shito;44,9;R2;K1_Casablanca;North_Africa;B;True;K1
Otsuki_Eiji;M;20;JPN;Est_Asia;42;Anan;Shito;42,2;Bronze;K1_Casablanca;North_Africa;R;False;K1
Abe_Sakichi;M;21;JPN;Est_Asia;8;Ohan_Dai;Shito;44,2;Bronze;K1_Casablanca;North_Africa;B;True;K1
Ozdemir_Enes;M;22;TUR;Europe;17;Gojushiho_Dai;Shotokan;43,4;Bronze;K1_Casablanca;North_Africa;R;False;K1
Moto_Kazumasa;M;28;JPN;Est_Asia;4;Gojushiho_Sho;Shotokan;43,6;Bronze;K1_Casablanca;North_Africa;B;True;K1
Moto_Ryuji;M;26;JPN;Est_Asia;10;Sochin;Shotokan;43,3;Final;K1_Casablanca;North_Africa;R;False;K1
Nishiyama_Kakeru;M;28;JPN;Est_Asia;1;Chibana_No_Kushanku;Shito;45,6;Final;K1_Casablanca;North_Africa;B;True;K1
Marcelli_Anna;F;18;ITA;Europe;238;Papuren;Shito;35,9;T1;SA_Athens;South_EUR;R;False;SA
Blaser_Elena;F;24;SUI;Europe;207;Suparinpei;Shito;36,8;T1;SA_Athens;South_EUR;B;True;SA
Gamova_Natasa;F;19;SVK;Europe;85;Anan_Dai;Shito;37,2;T1;SA_Athens;South_EUR;R;True;SA
Thiboutot_Heloise;F;28;CAN;North_Am;217;Tomari_Bassai;Shito;36,8;T1;SA_Athens;South_EUR;B;False;SA
Manca_Chiara;F;20;BEL;Europe;19;Anan_Dai;Shito;37,4;T1;SA_Athens;South_EUR;R;True;SA
Moen_Maria_Manum;F;22;NOR;Europe;149;Suparinpei;Shito;35,4;T1;SA_Athens;South_EUR;B;False;SA
Blaser_Elena;F;24;SUI;Europe;207;Anan_Dai;Shito;35,9;T2;SA_Athens;South_EUR;R;False;SA
Gamova_Natasa;F;19;SVK;Europe;85;Papuren;Shito;36,9;T2;SA_Athens;South_EUR;B;True;SA
Manca_Chiara;F;20;BEL;Europe;19;Ohan_Dai;Shito;39,2;T2;SA_Athens;South_EUR;R;True;SA
Stossel_Anna;F;18;GER;Europe;274;Papuren;Shito;37,3;T2;SA_Athens;South_EUR;B;False;SA
Gamova_Natasa;F;19;SVK;Europe;85;Chibana_No_Kushanku;Shito;37,7;T3;SA_Athens;South_EUR;R;False;SA
Manca_Chiara;F;20;BEL;Europe;19;Suparinpei;Shito;39;T3;SA_Athens;South_EUR;B;True;SA
Moysidou_Antonia;F;22;GRE;Europe;228;Papuren;Shito;36,3;T1;SA_Athens;South_EUR;R;False;SA
Evsan_Esma_Sila;F;18;TUR;Europe;192;Gojushiho_Sho;Shotokan;37,9;T1;SA_Athens;South_EUR;B;True;SA
Zaporozhchenko_Halyna;F;22;UKR;Europe;81;Papuren;Shito;35,7;T1;SA_Athens;South_EUR;R;False;SA
Orbe_Cristina;F;25;ECU;South_Am;63;Gojushiho_Sho;Shotokan;38,1;T1;SA_Athens;South_EUR;B;True;SA
Evsan_Esma_Sila;F;18;TUR;Europe;192;Gojushiho_Dai;Shotokan;38,3;T2;SA_Athens;South_EUR;R;True;SA
Rigoni_Clelia;F;20;ITA;Europe;150;Chibana_No_Kushanku;Shito;36,2;T2;SA_Athens;South_EUR;B;False;SA
Orbe_Cristina;F;25;ECU;South_Am;63;Unsu;Shotokan;37,7;T2;SA_Athens;South_EUR;R;False;SA
Garcia_Lozano_Paola;F;18;ESP;Europe;10;Kururunfa;Shito;40,4;T2;SA_Athens;South_EUR;B;True;SA
Evsan_Esma_Sila;F;18;TUR;Europe;192;Kanku_Sho;Shotokan;37,1;T3;SA_Athens;South_EUR;R;False;SA
Garcia_Lozano_Paola;F;18;ESP;Europe;10;Chibana_No_Kushanku;Shito;40,1;T3;SA_Athens;South_EUR;B;True;SA
Arslan_Sule_Zeynep;F;18;TUR;Europe;300;Gojushiho_Dai;Shotokan;38,2;T1;SA_Athens;South_EUR;R;True;SA
Paoletti_Ilaria;F;25;ITA;Europe;321;Anan_Dai;Shito;35,7;T1;SA_Athens;South_EUR;B;False;SA
Stevens_Julie;F;17;GER;Europe;238;Gojushiho_Dai;Shotokan;36,6;T1;SA_Athens;South_EUR;R;True;SA
Clow_Amelia;F;20;ENG;Europe;135;Anan;Shito;35,3;T1;SA_Athens;South_EUR;B;False;SA
Arslan_Sule_Zeynep;F;18;TUR;Europe;300;Gojushiho_Sho;Shotokan;37,2;T2;SA_Athens;South_EUR;R;True;SA
Stevens_Julie;F;17;GER;Europe;238;Sansai;Shotokan;33;T2;SA_Athens;South_EUR;B;False;SA
San_Francisco_Jerez_Maria;F;21;ESP;Europe;162;Gojushiho_Dai;Shotokan;36,9;T2;SA_Athens;South_EUR;R;False;SA
Feracci_Alexandra;F;31;FRA;Europe;42;Kururunfa;Shito;39,5;T2;SA_Athens;South_EUR;B;True;SA
Arslan_Sule_Zeynep;F;18;TUR;Europe;300;Kanku_Sho;Shotokan;36,9;T3;SA_Athens;South_EUR;R;False;SA
Feracci_Alexandra;F;31;FRA;Europe;42;Tomari_Bassai;Shito;40,4;T3;SA_Athens;South_EUR;B;True;SA
Donofrio_Orsola;F;20;ITA;Europe;130;Papuren;Shito;38,4;T1;SA_Athens;South_EUR;R;False;SA
Roy_Rubio_Raquel;F;26;ESP;Europe;31;Kururunfa;Shito;40,1;T1;SA_Athens;South_EUR;B;True;SA
Sabova_Dominika;F;23;CZE;Europe;162;Papuren;Shito;36,9;T1;SA_Athens;South_EUR;R;True;SA
Mariana_Semblano;F;23;POR;Europe;145;Papuren;Shito;35,9;T1;SA_Athens;South_EUR;B;False;SA
Roy_Rubio_Raquel;F;26;ESP;Europe;31;Tomari_Bassai;Shito;40,5;T2;SA_Athens;South_EUR;R;True;SA
Tsagkera_Sofia;F;20;GRE;Europe;189;Anan_Dai;Shito;37,9;T2;SA_Athens;South_EUR;B;False;SA
Sabova_Dominika;F;23;CZE;Europe;162;Suparinpei;Shito;37;T2;SA_Athens;South_EUR;R;False;SA
Allam_Asmaa;F;24;EGY;North_Africa;88;Gojushiho_Sho;Shotokan;38,9;T2;SA_Athens;South_EUR;B;True;SA
Roy_Rubio_Raquel;F;26;ESP;Europe;31;Suparinpei;Shito;41,6;T3;SA_Athens;South_EUR;R;True;SA
Allam_Asmaa;F;24;EGY;North_Africa;88;Gojushiho_Dai;Shotokan;40,5;T3;SA_Athens;South_EUR;B;False;SA
Grgic_Inga;F;20;CRO;Europe;305;Gojushiho_Sho;Shotokan;34,8;T1;SA_Athens;South_EUR;R;False;SA
Severan_Lea;F;23;FRA;Europe;85;Gojushiho_Sho;Shotokan;35,9;T1;SA_Athens;South_EUR;B;True;SA
Kowalska_Anna;F;23;POL;Europe;129;Unsu;Shotokan;36,4;T1;SA_Athens;South_EUR;R;False;SA
Williams_Jordanna;F;21;ENG;Europe;147;Papuren;Shito;37,2;T1;SA_Athens;South_EUR;B;True;SA
Savoy_Medero_Sabrina;F;22;ESP;Europe;89;Kanku_Sho;Shotokan;36,2;T1;SA_Athens;South_EUR;R;False;SA
Armada_Ruiz_Andrea;F;24;VEN;South_Am;52;Ohan_Dai;Shito;37,2;T1;SA_Athens;South_EUR;B;True;SA
Severan_Lea;F;23;FRA;Europe;85;Gojushiho_Dai;Shotokan;37,9;T2;SA_Athens;South_EUR;R;True;SA
Williams_Jordanna;F;21;ENG;Europe;147;Suparinpei;Shito;37;T2;SA_Athens;South_EUR;B;False;SA
Armada_Ruiz_Andrea;F;24;VEN;South_Am;52;Chibana_No_Kushanku;Shito;37,4;T2;SA_Athens;South_EUR;R;False;SA
Marchetti_Giulia;F;20;ITA;Europe;126;Papuren;Shito;37,5;T2;SA_Athens;South_EUR;B;True;SA
Severan_Lea;F;23;FRA;Europe;85;Unsu;Shotokan;37,9;T3;SA_Athens;South_EUR;R;False;SA
Marchetti_Giulia;F;20;ITA;Europe;126;Anan_Dai;Shito;38,4;T3;SA_Athens;South_EUR;B;True;SA
Alcaraz_Carrion_Irene_Yao;F;21;ESP;Europe;47;Papuren;Shito;36,9;T1;SA_Athens;South_EUR;R;True;SA
Juergensmann_Natalie;F;18;GER;Europe;500;Gojushiho_Sho;Shotokan;35,3;T1;SA_Athens;South_EUR;B;False;SA
Bruno_Francesca_Maria;F;25;ITA;Europe;259;Tomari_Bassai;Shito;34,3;T1;SA_Athens;South_EUR;R;True;SA
Statelli_Maria_Eleni;F;20;GRE;Europe;425;Gojushiho_Sho;Shotokan;33,7;T1;SA_Athens;South_EUR;B;False;SA
Alcaraz_Carrion_Irene_Yao;F;21;ESP;Europe;47;Chibana_No_Kushanku;Shito;37,3;T2;SA_Athens;South_EUR;R;True;SA
Pelit_Damla;F;22;TUR;Europe;89;Gojushiho_Dai;Shotokan;37,1;T2;SA_Athens;South_EUR;B;False;SA
Bruno_Francesca_Maria;F;25;ITA;Europe;259;Chatanyara_Kushanku;Shito;34,1;T2;SA_Athens;South_EUR;R;False;SA
Pronk_Suzelle;F;24;NAM;South_Africa;54;Suparinpei;Shito;35,4;T2;SA_Athens;South_EUR;B;True;SA
Alcaraz_Carrion_Irene_Yao;F;21;ESP;Europe;47;Kishimoto_No_Kushanku;Shito;38,1;T3;SA_Athens;South_EUR;R;True;SA
Pronk_Suzelle;F;24;NAM;South_Africa;54;Chibana_No_Kushanku;Shito;34,4;T3;SA_Athens;South_EUR;B;False;SA
Sigalova_Vladlena;F;19;KAZ;West_Asia;84;Chibana_No_Kushanku;Shito;37,8;T1;SA_Athens;South_EUR;R;True;SA
De_Gregorio_Gabriella;F;19;ITA;Europe;150;Kururunfa;Shito;37,1;T1;SA_Athens;South_EUR;B;False;SA
Mishima_Kiri;F;23;JPN;Est_Asia;2;Papuren;Shito;39,5;T1;SA_Athens;South_EUR;R;True;SA
Diana_Bianca;F;27;BRA;South_Am;69;Papuren;Shito;37,2;T1;SA_Athens;South_EUR;B;False;SA
Sigalova_Vladlena;F;19;KAZ;West_Asia;84;Papuren;Shito;38,7;T2;SA_Athens;South_EUR;R;True;SA
Van_Rest_Merah;F;18;NED;Europe;425;Chatanyara_Kushanku;Shito;34,5;T2;SA_Athens;South_EUR;B;False;SA
Mishima_Kiri;F;23;JPN;Est_Asia;2;Chatanyara_Kushanku;Shito;40,1;T2;SA_Athens;South_EUR;R;True;SA
Alandujani_Jouri;F;19;KSA;West_Asia;274;Papuren;Shito;34,4;T2;SA_Athens;South_EUR;B;False;SA
Sigalova_Vladlena;F;19;KAZ;West_Asia;84;Chatanyara_Kushanku;Shito;37,9;T3;SA_Athens;South_EUR;R;False;SA
Mishima_Kiri;F;23;JPN;Est_Asia;2;Paiku;Shito;41,3;T3;SA_Athens;South_EUR;B;True;SA
Dagnino_Serena;F;25;ITA;Europe;181;Kururunfa;Shito;36,5;T1;SA_Athens;South_EUR;R;True;SA
Muzurovic_Ilda;F;22;BOS;Europe;238;Gojushiho_Sho;Shotokan;35,6;T1;SA_Athens;South_EUR;B;False;SA
Hebbel_Patricia;F;18;GER;Europe;192;Ohan_Dai;Shito;37,2;T1;SA_Athens;South_EUR;R;False;SA
Riestra_Calomarde_Carla;F;27;ESP;Europe;147;Anan_Dai;Shito;38,8;T1;SA_Athens;South_EUR;B;True;SA
Dagnino_Serena;F;25;ITA;Europe;181;Anan_Dai;Shito;38;T2;SA_Athens;South_EUR;R;False;SA
Tung_Yee_Yin;F;36;HKG;Est_Asia;33;Anan;Shito;39,3;T2;SA_Athens;South_EUR;B;True;SA
Riestra_Calomarde_Carla;F;27;ESP;Europe;147;Papuren;Shito;38,4;T2;SA_Athens;South_EUR;R;False;SA
Casale_Carol;F;25;ITA;Europe;18;Kururunfa;Shito;40,1;T2;SA_Athens;South_EUR;B;True;SA
Tung_Yee_Yin;F;36;HKG;Est_Asia;33;Chatanyara_Kushanku;Shito;39,9;T3;SA_Athens;South_EUR;R;False;SA
Casale_Carol;F;25;ITA;Europe;18;Unshu;Shito;40,6;T3;SA_Athens;South_EUR;B;True;SA
Frygoudaki_Maria;F;36;GRE;Europe;425;Suparinpei;Shito;31;T1;SA_Athens;South_EUR;R;False;SA
Kaya_Zehra;F;20;TUR;Europe;89;Unsu;Shotokan;37,6;T1;SA_Athens;South_EUR;B;True;SA
Siebert_Rita;F;19;GER;Europe;71;Anan_Dai;Shito;37,5;T1;SA_Athens;South_EUR;R;True;SA
Fabian_Csenge_Zita;F;25;HUN;Europe;145;Anan_Dai;Shito;37,2;T1;SA_Athens;South_EUR;B;False;SA
Verdone_Melissa;F;18;ITA;Europe;321;Anan_Dai;Shito;36;T1;SA_Athens;South_EUR;R;False;SA
Rubio_Perez_Cristina;F;18;ESP;Europe;192;Gojushiho_Sho;Shotokan;36,7;T1;SA_Athens;South_EUR;B;True;SA
Kaya_Zehra;F;20;TUR;Europe;89;Sansai;Shotokan;37,9;T2;SA_Athens;South_EUR;R;False;SA
Siebert_Rita;F;19;GER;Europe;71;Chatanyara_Kushanku;Shito;39;T2;SA_Athens;South_EUR;B;True;SA
Rubio_Perez_Cristina;F;18;ESP;Europe;192;Gojushiho_Dai;Shotokan;36,7;T2;SA_Athens;South_EUR;R;False;SA
Gawel_Eliza;F;25;POL;Europe;150;Gojushiho_Sho;Shotokan;36,7;T2;SA_Athens;South_EUR;B;True;SA
Siebert_Rita;F;19;GER;Europe;71;Papuren;Shito;39,1;T3;SA_Athens;South_EUR;R;True;SA
Gawel_Eliza;F;25;POL;Europe;150;Gojushiho_Di;Shotokan;36,4;T3;SA_Athens;South_EUR;B;False;SA
Jelen_Nika;F;21;CRO;Europe;217;Gojushiho_Sho;Shotokan;36,5;T1;SA_Athens;South_EUR;R;True;SA
Da_Rocha_Ferreira_Jessica_Adreina;F;21;VEN;Europe;425;Papuren;Shito;35,7;T1;SA_Athens;South_EUR;B;False;SA
Malafova_Natalie;F;17;CZE;Europe;321;Papuren;Shito;37,4;T1;SA_Athens;South_EUR;R;False;SA
Fernandes_Natasha;F;21;POR;Europe;49;Anan;Shito;38,8;T1;SA_Athens;South_EUR;B;True;SA
Jelen_Nika;F;21;CRO;Europe;217;Kanku_Sho;Shotokan;35,3;T2;SA_Athens;South_EUR;R;True;SA
Chianchi_Martina;F;22;ITA;Europe;321;Kururunfa;Shito;35,2;T2;SA_Athens;South_EUR;B;False;SA
Fernandes_Natasha;F;21;POR;Europe;49;Tomari_Bassai;Shito;39,8;T2;SA_Athens;South_EUR;R;True;SA
Mark_Melinda;F;29;SUI;Europe;87;Anan_Dai;Shito;37,3;T2;SA_Athens;South_EUR;B;False;SA
Jelen_Nika;F;21;CRO;Europe;217;Gankaku;Shotokan;38,2;T3;SA_Athens;South_EUR;R;False;SA
Fernandes_Natasha;F;21;POR;Europe;49;Chatanyara_Kushanku;Shito;40,3;T3;SA_Athens;South_EUR;B;True;SA
Machetti_Irene;F;17;ITA;Europe;238;Anan_Dai;Shito;36,6;T1;SA_Athens;South_EUR;R;True;SA
Giannaki_Foteini;F;21;GRE;Europe;370;Papuren;Shito;36,4;T1;SA_Athens;South_EUR;B;False;SA
Turemen_Damla_Su;F;20;TUR;Europe;46;Sochin;Shotokan;37,3;T1;SA_Athens;South_EUR;R;True;SA
Vlai_Jessica;F;19;GER;Europe;108;Anan_Dai;Shito;37,3;T1;SA_Athens;South_EUR;B;False;SA
Machetti_Irene;F;17;ITA;Europe;238;Ohan_Dai;Shito;37,4;T2;SA_Athens;South_EUR;R;False;SA
Nikolic_Mina;F;19;SER;Europe;166;Gojushiho_Sho;Shotokan;38,5;T2;SA_Athens;South_EUR;B;True;SA
Turemen_Damla_Su;F;20;TUR;Europe;46;Unsu;Shotokan;38,8;T2;SA_Athens;South_EUR;R;True;SA
Sanchez_Gonzalez_Naiara;F;18;ESP;Europe;134;Chatanyara_Kushanku;Shito;35,9;T2;SA_Athens;South_EUR;B;False;SA
Nikolic_Mina;F;19;SER;Europe;166;Kanku_Sho;Shotokan;37,8;T3;SA_Athens;South_EUR;R;False;SA
Turemen_Damla_Su;F;20;TUR;Europe;46;Gojushiho_Sho;Shotokan;39,4;T3;SA_Athens;South_EUR;B;True;SA
Amato_Carolina;F;24;ITA;Europe;39;Kururunfa;Shito;39,1;T1;SA_Athens;South_EUR;R;True;SA
Huerta_Hernandez_Rocio;F;28;ESP;Europe;259;Gojushiho_Sho;Shotokan;35,7;T1;SA_Athens;South_EUR;B;False;SA
Feracci_Laetitia;F;26;FRA;Europe;137;Kururunfa;Shito;38,6;T1;SA_Athens;South_EUR;R;False;SA
Kitaguchi_Kao;F;20;JPN;Est_Asia;22;Nipaipo;Shito;40,8;T1;SA_Athens;South_EUR;B;True;SA
Amato_Carolina;F;24;ITA;Europe;39;Chibana_No_Kushanku;Shito;39,2;T2;SA_Athens;South_EUR;R;True;SA
Turner_Nicole;F;21;ENG;Europe;114;Papuren;Shito;36,3;T2;SA_Athens;South_EUR;B;False;SA
Kitaguchi_Kao;F;20;JPN;Est_Asia;22;Suparinpei;Shito;40,3;T2;SA_Athens;South_EUR;R;True;SA
Minano_Lanyfer;F;20;SUI;Europe;50;Papuren;Shito;39,2;T2;SA_Athens;South_EUR;B;False;SA
Amato_Carolina;F;24;ITA;Europe;39;Papuren;Shito;39,9;T3;SA_Athens;South_EUR;R;False;SA
Kitaguchi_Kao;F;20;JPN;Est_Asia;22;Chibana_No_Kushanku;Shito;40,9;T3;SA_Athens;South_EUR;B;True;SA
Kirschnerova_Alice_Jana;F;18;CZE;Europe;217;Papuren;Shito;37,1;T1;SA_Athens;South_EUR;R;False;SA
Morales_Ozuna_Gema;F;28;ESP;Europe;32;Anan_Dai;Shito;38,5;T1;SA_Athens;South_EUR;B;True;SA
Caridade_Maisa;F;21;POR;Europe;59;Tomari_Bassai;Shito;37,3;T1;SA_Athens;South_EUR;R;False;SA
Pieri_Laura;F;20;FRA;Europe;137;Kururunfa;Shito;37,3;T1;SA_Athens;South_EUR;B;True;SA
Raguz_Ivana;F;21;CRO;Europe;142;Gojushiho_Sho;Shotokan;37;T1;SA_Athens;South_EUR;R;True;SA
Alberte_Ananda;F;22;VEN;South_Am;121;Anan;Shito;35,8;T1;SA_Athens;South_EUR;B;False;SA
Morales_Ozuna_Gema;F;28;ESP;Europe;32;Suparinpei;Shito;38,6;T2;SA_Athens;South_EUR;R;True;SA
Pieri_Laura;F;20;FRA;Europe;137;Papuren;Shito;37,2;T2;SA_Athens;South_EUR;B;False;SA
Raguz_Ivana;F;21;CRO;Europe;142;Kanku_Sho;Shotokan;37,5;T2;SA_Athens;South_EUR;R;False;SA
Ederar_Miriam;F;18;ITA;Europe;104;Anan_Dai;Shito;38,6;T2;SA_Athens;South_EUR;B;True;SA
Morales_Ozuna_Gema;F;28;ESP;Europe;32;Kishimoto_No_Kushanku;Shito;38,1;T3;SA_Athens;South_EUR;R;True;SA
Ederar_Miriam;F;18;ITA;Europe;104;Papuren;Shito;38;T3;SA_Athens;South_EUR;B;False;SA
Tatar_Parla_Doaa;F;19;GER;Europe;125;Chibana_No_Kushanku;Shito;37,6;T1;SA_Athens;South_EUR;R;True;SA
Lekakou_Marina;F;17;GRE;Europe;425;Unsu;Shotokan;33,9;T1;SA_Athens;South_EUR;B;False;SA
Williams_Danni;F;20;ENG;Europe;68;Papuren;Shito;38,6;T1;SA_Athens;South_EUR;R;True;SA
Fridriksdottir_Eydis_Magnea;F;19;ISL;Europe;270;Anan;Shito;35,5;T1;SA_Athens;South_EUR;B;False;SA
Tatar_Parla_Doaa;F;19;GER;Europe;125;Suparinpei;Shito;37,8;T2;SA_Athens;South_EUR;R;False;SA
Suter_Anina;F;21;SUI;Europe;181;Anan_Dai;Shito;38,3;T2;SA_Athens;South_EUR;B;True;SA
Williams_Danni;F;20;ENG;Europe;68;Anan;Shito;38,6;T2;SA_Athens;South_EUR;R;False;SA
Colak_Keyda_Nur;F;22;TUR;Europe;28;Kururunfa;Shito;39,3;T2;SA_Athens;South_EUR;B;True;SA
Suter_Anina;F;21;SUI;Europe;181;Paiku;Shito;38,7;T3;SA_Athens;South_EUR;R;False;SA
Colak_Keyda_Nur;F;22;TUR;Europe;28;Anan;Shito;40,4;T3;SA_Athens;South_EUR;B;True;SA
Faroupou_Angeliki;F;18;GRE;Europe;305;Papuren;Shito;36,7;T1;SA_Athens;South_EUR;R;False;SA
Faul_Annika;F;18;GER;Europe;192;Ohan_Dai;Shito;37,1;T1;SA_Athens;South_EUR;B;False;SA
Salvati_Erica;F;31;ITA;Europe;166;Papuren;Shito;38,1;T1;SA_Athens;South_EUR;R;True;SA
Sobaleva_Stafaniya;F;20;POL;Europe;425;Kururunfa;Shito;37,2;T1;SA_Athens;South_EUR;B;False;SA
Faul_Annika;F;18;GER;Europe;192;Chatanyara_Kushanku;Shito;37;T2;SA_Athens;South_EUR;R;False;SA
Lopez_Pintado_Maria;F;27;ESP;Europe;37;Anan;Shito;39;T2;SA_Athens;South_EUR;B;True;SA
Salvati_Erica;F;31;ITA;Europe;166;Chibana_No_Kushanku;Shito;37;T2;SA_Athens;South_EUR;R;True;SA
Alzaid_Manal;F;35;KSA;West_Asia;202;Gojushiho_Sho;Shotokan;34,9;T2;SA_Athens;South_EUR;B;False;SA
Lopez_Pintado_Maria;F;27;ESP;Europe;37;Papuren;Shito;38,5;T3;SA_Athens;South_EUR;R;True;SA
Salvati_Erica;F;31;ITA;Europe;166;Kishimoto_No_Kushanku;Shito;36,3;T3;SA_Athens;South_EUR;B;False;SA
Yilmaz_Ayse;F;22;TUR;Europe;157;Kururunfa;Shito;38,5;T1;SA_Athens;South_EUR;R;True;SA
